Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,FDR10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01,17.60,161.56,3.6
Regular,FDP36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.09,10.40,52.30,3.6
Regular,FDI04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.07,13.65,197.14,3.6
Regular,FDU16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06,19.25,85.29,3.6
Regular,FDG56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.07,13.30,61.05,3.6
Regular,FDF08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.07,14.30,88.49,3.6
LF,NCM54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05,17.70,127.37,3.6
LF,FDV21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.17,11.50,126.07,3.6
Low Fat,FDS12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.17,9.10,127.24,3.6
Low Fat,FDX16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00,17.85,148.01,3.6
Low Fat,FDM32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02,20.50,88.18,3.6
Low Fat,NCM06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08,7.48,153.97,3.6
Low Fat,NCN18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.13,8.90,113.35,3.6
Low Fat,NCF07,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03,9.00,102.00,3.6
Low Fat,NCB43,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10,20.20,188.69,3.6
Low Fat,FDV15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.15,10.30,102.36,3.6
Low Fat,FDX34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07,6.20,120.61,3.6
Low Fat,DRJ24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11,11.80,185.39,3.6
Regular,FDT14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.13,10.70,121.84,3.6
Regular,FDT19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.15,7.59,172.81,3.6
Regular,FDI34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09,10.65,231.47,3.6
Low Fat,DRH51,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.00,,89.19,3.6
Low Fat,FDU38,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.08,,192.95,3.6
Low Fat,FDB32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02,,94.88,3.6
Low Fat,FDS08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06,,178.44,3.6
Low Fat,DRG23,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09,,151.27,3.6
Low Fat,NCK18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01,,164.12,3.6
Low Fat,NCT42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02,,151.04,3.6
Low Fat,NCV30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07,,62.35,3.6
Regular,FDL48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.08,,46.80,3.6
Regular,FDA02,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03,,143.58,3.6
Regular,FDR32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09,,226.77,3.6
Regular,FDZ39,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02,,103.50,3.6
Regular,FDI21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06,,63.92,3.6
Regular,FDO46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01,,187.39,3.6
Regular,FDW21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01,,98.84,3.6
reg,FDI16,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.14,,52.56,3.6
Regular,FDH17,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02,16.20,96.97,3.5
Regular,FDV10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07,7.65,42.31,3.5
Low Fat,FDM20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00,10.00,246.91,3.5
Low Fat,FDH35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.00,18.25,164.75,3.5
Regular,FDI04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07,13.65,197.64,3.5
Low Fat,NCD06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10,13.00,45.41,3.5
Regular,FDB35,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06,12.30,92.98,3.5
Low Fat,DRE49,Soft Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.02,20.75,153.00,3.5
Low Fat,FDU55,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.04,16.20,260.63,3.5
Low Fat,FDL27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,6.17,66.38,3.5
Low Fat,FDB27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06,7.58,195.28,3.5
Low Fat,FDH19,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,19.35,175.47,3.5
Regular,FDZ13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.15,7.84,51.94,3.5
Low Fat,FDH57,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,10.90,133.63,3.5
Regular,FDL52,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.00,6.64,39.75,3.5
Low Fat,FDC15,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.30,18.10,156.73,3.5
Regular,FDU21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08,11.80,34.76,3.5
Low Fat,FDL08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.05,10.80,245.91,3.5
LF,NCQ05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.00,11.40,151.67,3.5
Low Fat,FDD58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06,7.76,99.77,3.5
Low Fat,FDV45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05,16.75,186.46,3.5
Low Fat,NCX42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.01,6.36,164.55,3.5
Low Fat,FDP19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.17,11.50,128.17,3.5
Regular,FDL38,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.03,,88.42,3.5
Low Fat,DRF23,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.21,4.61,172.84,3.5
Low Fat,FDH12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,9.60,105.13,3.5
Low Fat,FDM39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,6.42,178.60,3.5
Low Fat,NCC43,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,7.39,249.51,3.5
Low Fat,NCP54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,15.35,122.87,3.5
Low Fat,NCG30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,20.20,124.40,3.5
Low Fat,NCN07,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,18.50,129.93,3.5
Low Fat,FDP34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14,12.85,157.66,3.5
Low Fat,DRD13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,15.00,65.22,3.5
Regular,FDR37,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,16.50,181.23,3.5
Regular,FDS16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,15.15,147.88,3.5
Regular,FDF21,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,10.30,191.65,3.5
Regular,FDR19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.16,13.50,147.61,3.5
Regular,FDS33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,6.67,90.05,3.5
Regular,FDT33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,7.81,168.72,3.5
Regular,FDI10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,8.51,173.54,3.5
Low Fat,FDY52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.01,,59.35,3.5
Low Fat,FDY09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.04,,173.81,3.5
Regular,FDH31,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.00,,98.20,3.5
Regular,DRA24,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.07,,163.29,3.5
Low Fat,FDO24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.18,11.10,158.86,3.5
Low Fat,FDL04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11,19.00,106.56,3.5
Low Fat,FDZ44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,8.19,117.18,3.5
Low Fat,FDA56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01,9.21,123.14,3.5
Low Fat,DRN47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02,12.10,179.17,3.5
Low Fat,NCA17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00,20.60,148.84,3.5
Low Fat,NCL07,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,13.85,41.05,3.5
Low Fat,FDM46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.16,7.37,94.71,3.5
Regular,FDT24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00,12.35,76.23,3.5
Regular,FDX35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00,5.04,228.20,3.5
Regular,FDL02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10,20.00,107.46,3.5
Regular,FDT52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05,9.70,245.81,3.5
Regular,FDN16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06,12.60,102.20,3.5
Regular,FDA28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05,16.10,127.44,3.5
Regular,FDW55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02,12.60,248.61,3.5
Regular,FDG58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00,10.70,156.20,3.5
LF,FDV32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.09,7.79,64.75,3.5
Low Fat,FDP04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01,15.35,65.22,3.5
Low Fat,FDG45,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.13,8.10,210.49,3.5
Low Fat,FDS20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.05,8.85,181.53,3.5
Low Fat,FDN31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.07,11.50,187.95,3.5
Low Fat,FDC44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.17,15.60,114.15,3.5
Low Fat,DRH36,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.03,16.20,73.97,3.5
Low Fat,DRF37,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.00,17.25,263.59,3.5
Low Fat,FDS35,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.11,9.30,64.68,3.5
Low Fat,FDG50,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.02,7.41,92.41,3.5
Low Fat,FDF14,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.03,7.55,151.93,3.5
Low Fat,FDN02,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.07,16.50,208.26,3.5
Low Fat,FDX19,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.10,19.10,232.70,3.5
Low Fat,DRN59,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.06,15.00,47.31,3.5
Low Fat,NCB54,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.05,8.76,126.23,3.5
Low Fat,NCK53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04,11.60,99.30,3.5
Low Fat,NCB19,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.09,6.53,86.49,3.5
Low Fat,NCU18,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.06,15.10,140.55,3.5
Low Fat,NCW06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.05,16.20,193.12,3.5
Low Fat,NCN14,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.09,19.10,185.26,3.5
Low Fat,FDZ58,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.05,17.85,123.71,3.5
Low Fat,DRJ37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.06,10.80,150.40,3.5
Regular,FDU19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.05,8.77,170.54,3.5
Regular,FDT56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.12,16.00,56.02,3.5
Regular,FDX46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.06,12.30,58.76,3.5
Regular,DRZ11,Soft Drinks,2015,OUT045,Tier 2,High,Supermarket Type1,0.11,8.85,123.34,3.5
Regular,FDE35,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.04,7.06,60.29,3.5
Regular,FDI48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.06,11.85,51.47,3.5
Regular,FDP01,Breakfast,2020,OUT017,Tier 2,High,Supermarket Type1,0.06,20.75,151.77,3.5
Regular,FDH40,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.08,11.60,81.73,3.5
Regular,FDP52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.07,18.70,228.60,3.5
Regular,FDG56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.07,13.30,63.25,3.5
Regular,FDZ51,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.05,11.30,96.91,3.5
low fat,NCI54,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03,15.20,109.69,3.5
reg,FDW04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.06,8.99,131.53,3.5
Low Fat,FDY59,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03,8.20,91.35,3.5
Low Fat,FDY48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02,14.00,104.33,3.5
Low Fat,FDW01,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06,14.50,153.47,3.5
Low Fat,FDG53,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05,10.00,138.52,3.5
Low Fat,FDB32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02,20.60,93.98,3.5
Low Fat,NCP43,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03,17.75,180.57,3.5
Low Fat,NCI31,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08,20.00,37.82,3.5
Low Fat,FDF22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06,6.87,212.62,3.5
Low Fat,FDT34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.17,9.30,106.80,3.5
Low Fat,FDJ46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04,11.10,174.41,3.5
Low Fat,DRC49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07,8.67,145.81,3.5
Low Fat,FDZ34,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08,6.70,192.08,3.5
Low Fat,FDA22,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08,7.44,168.62,3.5
Low Fat,FDG47,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07,12.80,261.93,3.5
Regular,FDR37,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07,16.50,183.13,3.5
Regular,FDX46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06,12.30,60.46,3.5
Low Fat,FDS12,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.29,9.10,126.84,3.5
Low Fat,FDG50,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.03,7.41,89.71,3.5
Low Fat,FDP25,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.04,15.20,216.78,3.5
Low Fat,FDA15,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.03,9.30,248.91,3.5
Low Fat,FDI56,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.16,7.33,92.21,3.5
Low Fat,DRD25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.13,6.14,115.09,3.5
Low Fat,DRJ24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.19,11.80,184.39,3.5
Regular,FDP59,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.09,20.85,104.56,3.5
Regular,FDA07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.05,7.55,122.61,3.5
Regular,FDU33,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.23,7.63,45.14,3.5
Regular,FDV34,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.02,10.70,73.00,3.5
LF,DRF15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.00,18.35,151.93,3.5
LF,FDX09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.07,9.00,177.74,3.5
Low Fat,FDH41,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.08,9.00,214.55,3.5
Low Fat,FDN31,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.07,11.50,191.25,3.5
Low Fat,DRK47,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.06,7.91,230.27,3.5
Low Fat,NCK54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.00,12.15,117.62,3.5
Low Fat,NCG18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.02,15.30,101.63,3.5
Low Fat,FDC58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.04,10.20,43.84,3.5
Low Fat,FDA45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.16,21.25,175.74,3.5
Low Fat,DRF37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.08,17.25,261.59,3.5
Regular,FDM36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06,11.65,170.44,3.5
Regular,FDB37,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.02,20.25,240.75,3.5
Regular,FDY38,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.12,13.60,231.23,3.5
Regular,FDA02,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.03,14.00,143.08,3.5
Regular,FDK08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.12,9.20,100.10,3.5
low fat,FDJ22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.05,18.75,189.75,3.5
Low Fat,FDF02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10,16.20,101.30,3.5
Low Fat,FDF41,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.13,12.15,245.85,3.5
Low Fat,FDG04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01,13.10,185.09,3.5
Low Fat,FDC56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.12,7.72,121.74,3.5
Low Fat,DRK47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06,7.91,230.27,3.5
Low Fat,NCV53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02,8.27,238.19,3.5
Low Fat,NCN30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02,16.35,98.14,3.5
Low Fat,NCO42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02,21.25,146.71,3.5
Low Fat,FDA34,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01,11.50,173.91,3.5
Low Fat,FDG47,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07,12.80,261.33,3.5
Regular,FDI60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04,7.22,62.95,3.5
Regular,FDF24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03,15.50,83.19,3.5
Regular,FDG20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.13,15.50,178.40,3.5
Regular,FDG09,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05,20.60,187.16,3.5
Regular,FDE10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09,6.67,130.56,3.5
Low Fat,FDV23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.11,,125.70,3.5
Low Fat,FDX13,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05,,249.11,3.5
Low Fat,FDD51,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.12,,45.27,3.5
Low Fat,FDY50,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.13,,88.72,3.5
Low Fat,FDE32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05,,39.65,3.5
Low Fat,FDG44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.00,,55.73,3.5
Low Fat,FDL44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01,,162.79,3.5
Low Fat,NCO41,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02,,96.94,3.5
Low Fat,NCU29,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03,,144.48,3.5
Low Fat,NCD55,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02,,42.45,3.5
Low Fat,NCG54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.08,,172.31,3.5
Low Fat,FDK33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01,,213.46,3.5
Low Fat,DRG01,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04,,74.77,3.5
Low Fat,DRH01,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.10,,172.87,3.5
Regular,FDW60,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02,,177.04,3.5
Regular,FDZ50,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.00,,184.26,3.5
Regular,FDA52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.13,,177.04,3.5
Regular,FDG10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01,,57.26,3.5
Low Fat,FDN15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,17.50,141.62,3.4
Low Fat,FDP33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00,18.70,256.67,3.4
Low Fat,NCW29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,14.00,130.43,3.4
Low Fat,FDX25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00,16.70,181.23,3.4
Low Fat,FDQ56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,6.59,84.89,3.4
Regular,FDM24,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.00,6.14,151.34,3.4
Low Fat,FDB44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.02,6.66,209.26,3.4
Regular,FDZ23,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.11,17.75,185.42,3.4
Low Fat,DRJ39,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04,20.25,219.35,3.4
Low Fat,FDT38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,18.70,83.36,3.4
Low Fat,DRD27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,18.75,97.40,3.4
Low Fat,FDX44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,9.30,89.42,3.4
Low Fat,FDX19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10,19.10,233.60,3.4
Low Fat,NCO42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,21.25,144.11,3.4
Low Fat,FDF59,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,12.50,125.70,3.4
Regular,FDE04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,19.75,179.87,3.4
Regular,DRZ11,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,8.85,122.04,3.4
Low Fat,DRL59,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.04,,54.23,3.4
Low Fat,FDO57,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.19,,159.46,3.4
Regular,FDU45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.06,,112.35,3.4
LF,FDJ48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06,11.30,247.81,3.4
LF,NCK29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00,5.62,121.97,3.4
LF,FDV39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01,11.30,199.34,3.4
Low Fat,FDV55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06,17.75,145.14,3.4
Regular,FDA35,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05,14.85,120.81,3.4
Regular,FDZ57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,10.00,127.30,3.4
reg,FDO49,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,10.60,49.70,3.4
LF,DRL47,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.04,19.70,124.24,3.4
